
     d           S.E.
149   0.00336700  0.00145979
150   0.00404040  0.00132241
151   0.00202020  0.00122902
152  n/c         n/c         
153   0.00293188  0.00055872
154   0.01010101  0.00257985
155   0.00314254  0.00118685
156   0.00202020  0.00114764
157   0.00853413  0.00194553
158  n/c         n/c         
159   0.00038480  0.00027233
160   0.00048260  0.00024930
161   0.00000000  0.00000000
162   0.00000000  0.00000000
163   0.00067340  0.00065048
164  n/c         n/c         
165   0.00000000  0.00000000
166  n/c         n/c         
167   0.00144131  0.00038787
168   0.00342417  0.00052059
169   0.00404040  0.00171470
170   0.00202020  0.00116483
171  n/c         n/c         
172   0.00067385  0.00063341
173  n/c         n/c         
174   0.00763187  0.00183807
175  n/c         n/c         
176   0.00033670  0.00032703
177   0.00875421  0.00243633
178   0.00404040  0.00159867
179  n/c         n/c         
180   0.00000000  0.00000000
181   0.00179574  0.00089631
182   0.00179574  0.00092782
183  n/c         n/c         
184   0.00202020  0.00115325
185   0.00134680  0.00076435
186   0.00067340  0.00064439
187  n/c         n/c         
188   0.00538721  0.00191951
189   0.00606061  0.00201270
190   0.00022447  0.00022902
191   0.00398983  0.00076343
192   0.00269360  0.00135035
193  n/c         n/c         
194   0.00156325  0.00057928
195   0.00134680  0.00076107
196   0.00000000  0.00000000
197   0.00044893  0.00044108
198   0.00044893  0.00044783
199   0.00134680  0.00097294
200   0.00193125  0.00050194
201   0.00357326  0.00049108
202   0.00022447  0.00021990
203   0.00044893  0.00045046
204   0.00040404  0.00040054
205   0.00229647  0.00057282
206   0.00000000  0.00000000
207  n/c         n/c         
208   0.00000000  0.00000000
209   0.00109384  0.00038831
210  n/c         n/c         
211   0.00000000  0.00000000
212   0.00314254  0.00118848
213  n/c         n/c         
214  n/c         n/c         
215   0.00134680  0.00075471
216   0.00606061  0.00206448
217   0.01818182  0.00346379
218   0.00180778  0.00038525
219   0.00808081  0.00189680
220   0.00471380  0.00178405
221  n/c         n/c         
222  n/c         n/c         
223   0.00180375  0.00069567
224  n/c         n/c         
225   0.00302496  0.00057170
226   0.00026936  0.00027314
227   0.00314254  0.00116142
228   0.00471380  0.00179396
229  n/c         n/c         
230  n/c         n/c         
231   0.00067340  0.00068032
232   0.00718294  0.00179349
233  n/c         n/c         
234   0.00000000  0.00000000
235   0.00000000  0.00000000
236  n/c         n/c         
237   0.00026936  0.00026280
238   0.00101010  0.00058830
239   0.00134680  0.00090916
240   0.00067340  0.00067569
241  n/c         n/c         
242  n/c         n/c         
243  n/c         n/c         
244   0.00000000  0.00000000
245  n/c         n/c         
246  n/c         n/c         
247   0.00051800  0.00024123
248   0.00000000  0.00000000
